VSP,Pango_Lineage,Collection_Date,Rationale,Percent_5x_Coverage,Mean_Coverage,GISAID_ID,NCBI_Accession
VSP2541,B.1.1.7,4/26/2021,surveillance,99.7,1272,hCoV-19/USA/PA-VSP2541/2021,OK246355
VSP2542,B.1.1.7,4/26/2021,surveillance,99.6,682,hCoV-19/USA/PA-VSP2542/2021,OK246356
VSP2544,B.1.526,4/26/2021,surveillance,99.6,3096,hCoV-19/USA/NJ-VSP2544/2021,OK246357
VSP2545,B.1.1.7,4/26/2021,surveillance,99.3,605,hCoV-19/USA/NJ-VSP2545/2021,OK246358
VSP2546,B.1.637,4/26/2021,surveillance,99.7,2327,hCoV-19/USA/NJ-VSP2546/2021,OK246359
VSP2547,B.1.1.7,4/26/2021,surveillance,99.7,2779,hCoV-19/USA/NJ-VSP2547/2021,OK246360
VSP2550,B.1.1.519,4/26/2021,surveillance,99.7,2458,hCoV-19/USA/NJ-VSP2550/2021,OK246361
VSP2551,C.37,4/26/2021,surveillance,99.7,2114,hCoV-19/USA/NJ-VSP2551/2021,OK246362
VSP2552,B.1.1.7,4/26/2021,surveillance,99.7,3765,hCoV-19/USA/NJ-VSP2552/2021,OK246363
VSP2553,B.1.1.7,4/26/2021,surveillance,99.7,3061,hCoV-19/USA/PA-VSP2553/2021,OK246364
VSP2554,B.1.526,4/26/2021,surveillance,99.7,2678,hCoV-19/USA/PA-VSP2554/2021,OK246365
VSP2555,B.1.1.7,4/26/2021,surveillance,99.7,3003,hCoV-19/USA/PA-VSP2555/2021,OK246366
VSP2556,B.1.526,4/26/2021,surveillance,99.6,3453,hCoV-19/USA/PA-VSP2556/2021,OK246367
VSP2557,B.1.1.7,4/26/2021,surveillance,99.7,2258,hCoV-19/USA/PA-VSP2557/2021,OK246368
VSP2558,B.1.1.7,4/26/2021,surveillance,99.7,1494,hCoV-19/USA/PA-VSP2558/2021,OK246369
VSP2559,B.1.1.7,4/26/2021,surveillance,99.7,2633,hCoV-19/USA/PA-VSP2559/2021,OK246370
VSP2560,B.1.1.7,4/26/2021,surveillance,99,679,hCoV-19/USA/PA-VSP2560/2021,OK246371
VSP2561,B.1.621,4/26/2021,surveillance,99.7,3259,hCoV-19/USA/PA-VSP2561/2021,OK246372
VSP2562,B.1.1.7,4/26/2021,surveillance,99.7,3268,hCoV-19/USA/PA-VSP2562/2021,OK246373
VSP2563,P.1,4/26/2021,surveillance,99.7,2105,hCoV-19/USA/PA-VSP2563/2021,OK246374
VSP2564,B.1.526,4/26/2021,surveillance,99.7,2761,hCoV-19/USA/NJ-VSP2564/2021,OK246375
VSP2565,B.1.621,4/26/2021,surveillance,99.7,5354,hCoV-19/USA/PA-VSP2565/2021,OK246376
VSP2567,B.1.621,4/26/2021,surveillance,99.7,1441,hCoV-19/USA/VA-VSP2567/2021,OK246377
VSP2568,Q.4,4/26/2021,surveillance,99.7,1228,hCoV-19/USA/NJ-VSP2568/2021,OK246378
VSP2570,B.1.1.7,5/4/2021,vaccine breakthrough,99.4,393,hCoV-19/USA/NJ-VSP2570/2021,OK246379
VSP2571,B.1.637,5/4/2021,surveillance,99,1230,hCoV-19/USA/PA-VSP2571/2021,OK246380
VSP2572,B.1.1.7,5/4/2021,surveillance,99.7,2182,hCoV-19/USA/PA-VSP2572/2021,OK246381
VSP2573,B.1.526,5/4/2021,surveillance,99.7,1621,hCoV-19/USA/PA-VSP2573/2021,OK246382
VSP2574,B.1.526,5/4/2021,surveillance,99.7,1867,hCoV-19/USA/PA-VSP2574/2021,OK246383
VSP2575,B.1.1.7,5/4/2021,surveillance,99.7,772,hCoV-19/USA/PA-VSP2575/2021,OK246384
VSP2576,B.1.621,5/4/2021,surveillance,99,153,hCoV-19/USA/PA-VSP2576/2021,OK246385
VSP2577,B.1.1.7,5/4/2021,surveillance,99.7,1747,hCoV-19/USA/PA-VSP2577/2021,OK246386
VSP2578,P.1.10,5/4/2021,surveillance,99.7,1615,hCoV-19/USA/PA-VSP2578/2021,OK246387
VSP2579,B.1.1.7,5/4/2021,surveillance,99.7,1091,hCoV-19/USA/PA-VSP2579/2021,OK246388
VSP2580,B.1.526,5/4/2021,surveillance,99.7,1507,hCoV-19/USA/PA-VSP2580/2021,OK246389
VSP2581,B.1.1.7,5/4/2021,surveillance,99.7,1819,hCoV-19/USA/PA-VSP2581/2021,OK246390
VSP2582,B.1.1.7,5/4/2021,surveillance,99.7,1465,hCoV-19/USA/PA-VSP2582/2021,OK246391
VSP2583,B.1.526,5/4/2021,surveillance,99.6,525,hCoV-19/USA/PA-VSP2583/2021,OK246392
VSP2584,B.1.621,5/4/2021,surveillance,99.7,1699,hCoV-19/USA/PA-VSP2584/2021,OK246393
VSP2585,B.1.1.7,5/4/2021,surveillance,99.7,1540,hCoV-19/USA/PA-VSP2585/2021,OK246394
VSP2586,B.1.1.7,5/4/2021,surveillance,99.7,1526,hCoV-19/USA/PA-VSP2586/2021,OK246395
VSP2587,B.1.1.7,5/4/2021,surveillance,99.7,1646,hCoV-19/USA/PA-VSP2587/2021,OK246396
VSP2588,B.1.1.7,5/4/2021,surveillance,99.7,3546,hCoV-19/USA/PA-VSP2588/2021,OK246397
VSP2589,B.1.1.7,5/4/2021,surveillance,99.7,3589,hCoV-19/USA/PA-VSP2589/2021,OK246398
VSP2590,B.1.1.7,5/4/2021,surveillance,99.7,2078,hCoV-19/USA/PA-VSP2590/2021,OK246399
VSP2591,B.1.1.7,5/4/2021,surveillance,99.7,3258,hCoV-19/USA/NJ-VSP2591/2021,OK246400
VSP2592,B.1.526,5/4/2021,surveillance,99.7,2193,hCoV-19/USA/PA-VSP2592/2021,OK246401
VSP2593,B.1.1.7,5/4/2021,surveillance,99.7,3414,hCoV-19/USA/PA-VSP2593/2021,OK246402
VSP2594,B.1.637,5/4/2021,surveillance,99.7,3435,hCoV-19/USA/PA-VSP2594/2021,OK246403
VSP2595,B.1.1.7,5/4/2021,surveillance,99.7,4077,hCoV-19/USA/PA-VSP2595/2021,OK246404
VSP2596,B.1.1.7,5/4/2021,surveillance,99.7,3116,hCoV-19/USA/PA-VSP2596/2021,OK246405
VSP2597,B.1.1.7,5/4/2021,surveillance,99.7,3651,hCoV-19/USA/PA-VSP2597/2021,OK246406
VSP2599,B.1.1.7,5/4/2021,surveillance,99.7,2337,hCoV-19/USA/PA-VSP2599/2021,OK246407
VSP2600,B.1.1.7,5/4/2021,surveillance,99.7,4114,hCoV-19/USA/PA-VSP2600/2021,OK246408
VSP2601,B.1.1.7,5/4/2021,surveillance,99.7,3460,hCoV-19/USA/PA-VSP2601/2021,OK246409
VSP2602,B.1.637,5/4/2021,surveillance,99.7,3454,hCoV-19/USA/PA-VSP2602/2021,OK246410
VSP2603,R.1,5/4/2021,surveillance,99.7,2619,hCoV-19/USA/PA-VSP2603/2021,OK246411
VSP2604,B.1.1.7,5/4/2021,surveillance,99.7,2130,hCoV-19/USA/PA-VSP2604/2021,OK246412
VSP2605,B.1.621,5/4/2021,surveillance,99.7,2801,hCoV-19/USA/PA-VSP2605/2021,OK246413
VSP2606,B.1.1.7,5/4/2021,surveillance,99.7,3680,hCoV-19/USA/PA-VSP2606/2021,OK246414
VSP2607,B.1.1.7,5/4/2021,surveillance,99.7,1655,hCoV-19/USA/PA-VSP2607/2021,OK246415
VSP2608,B.1.621,5/4/2021,surveillance,99.7,2702,hCoV-19/USA/PA-VSP2608/2021,OK246416
VSP2609,B.1.1.519,5/4/2021,surveillance,99.7,2935,hCoV-19/USA/PA-VSP2609/2021,OK246417
VSP2610,B.1.526,5/4/2021,surveillance,99.7,2924,hCoV-19/USA/PA-VSP2610/2021,OK246418
VSP2611,B.1.1.7,5/4/2021,surveillance,99.7,3342,hCoV-19/USA/PA-VSP2611/2021,OK246419
VSP2612,P.1,5/4/2021,surveillance,99.7,4062,hCoV-19/USA/PA-VSP2612/2021,OK246420
VSP2613,B.1.1.7,5/4/2021,surveillance,98.6,363,hCoV-19/USA/PA-VSP2613/2021,OK246421
VSP2614,B.1.526,5/4/2021,surveillance,99.7,3072,hCoV-19/USA/PA-VSP2614/2021,OK246422
VSP2615,B.1.1.7,5/4/2021,surveillance,99.7,3178,hCoV-19/USA/PA-VSP2615/2021,OK246423
VSP2616,B.1.1.7,5/4/2021,surveillance,99.7,3592,hCoV-19/USA/PA-VSP2616/2021,OK246424
VSP2617,B.1.1.7,5/4/2021,surveillance,99.7,3172,hCoV-19/USA/PA-VSP2617/2021,OK246425
VSP2618,B.1.1.7,5/4/2021,surveillance,99.7,4175,hCoV-19/USA/PA-VSP2618/2021,OK246426
VSP2619,B.1.526,5/4/2021,surveillance,99.7,4226,hCoV-19/USA/PA-VSP2619/2021,OK246427
VSP2620,B.1.1.7,5/4/2021,surveillance,99.7,3207,hCoV-19/USA/PA-VSP2620/2021,OK246428
VSP2621,B.1.526,5/4/2021,surveillance,99.7,3973,hCoV-19/USA/PA-VSP2621/2021,OK246429
VSP2622,B.1.1.7,5/4/2021,surveillance,99.7,1260,hCoV-19/USA/PA-VSP2622/2021,OK246430
VSP2623,B.1.526,5/4/2021,surveillance,99.7,3865,hCoV-19/USA/PA-VSP2623/2021,OK246431
VSP2624,B.1.1.7,5/4/2021,surveillance,99.7,3724,hCoV-19/USA/PA-VSP2624/2021,OK246432
VSP2625,B.1.526,5/4/2021,surveillance,99.7,4135,hCoV-19/USA/PA-VSP2625/2021,OK246433
VSP2626,B.1.1.7,5/4/2021,surveillance,99.7,3956,hCoV-19/USA/PA-VSP2626/2021,OK246434
VSP2627,B.1.1.7,5/4/2021,surveillance,99.7,3510,hCoV-19/USA/PA-VSP2627/2021,OK246435
VSP2628,B.1.1.7,5/4/2021,surveillance,99.7,3631,hCoV-19/USA/PA-VSP2628/2021,OK246436
VSP2629,B.1.1.7,5/4/2021,surveillance,99.7,4355,hCoV-19/USA/PA-VSP2629/2021,OK246437
VSP2630,B.1.1.7,5/4/2021,surveillance,97.6,113,hCoV-19/USA/PA-VSP2630/2021,OK246438
VSP2631,P.1.10,5/4/2021,surveillance,98.9,611,hCoV-19/USA/DE-VSP2631/2021,OK246439
VSP2632,B.1.1.7,5/4/2021,surveillance,99.7,2995,hCoV-19/USA/PA-VSP2632/2021,OK246440
VSP2634,B.1.526,5/4/2021,surveillance,99.7,2297,hCoV-19/USA/VSP2634/2021,MZ512878
VSP2635,B.1.526,5/4/2021,surveillance,99.7,2008,hCoV-19/USA/VSP2635/2021,MZ512879
VSP2636,B.1.1.7,5/4/2021,surveillance,99.7,2774,hCoV-19/USA/VSP2636/2021,MZ512880
VSP2638,B.1.1.7,5/4/2021,surveillance,99.4,213,hCoV-19/USA/VSP2638/2021,MZ512881
VSP2639,P.1,5/4/2021,surveillance,99.6,119,hCoV-19/USA/VSP2639/2021,MZ512882
VSP2640,B.1.1.7,5/4/2021,surveillance,97.7,100,hCoV-19/USA/VSP2640/2021,MZ512883
VSP2641,B.1.1.7,5/4/2021,surveillance,95.6,31,hCoV-19/USA/VSP2641/2021,MZ512884
VSP2642,B.1.637,5/4/2021,surveillance,96.2,54,hCoV-19/USA/VSP2642/2021,MZ512885
VSP2643,B.1,5/4/2021,surveillance,96.5,41,hCoV-19/USA/VSP2643/2021,MZ512886
VSP2646,B.1.351,5/4/2021,surveillance,98.9,215,hCoV-19/USA/VSP2646/2021,MZ512887
VSP2648,B.1.1.7,5/4/2021,surveillance,99.6,224,hCoV-19/USA/VSP2648/2021,MZ512888
VSP2649,P.1,5/4/2021,surveillance,96.7,58,hCoV-19/USA/VSP2649/2021,MZ512889
VSP2652,B.1.526,5/4/2021,surveillance,96.2,58,hCoV-19/USA/VSP2652/2021,MZ512890
VSP2653,B.1.526,5/4/2021,surveillance,96.8,61,hCoV-19/USA/VSP2653/2021,MZ512891
VSP2655,B.1.526,5/4/2021,surveillance,96,111,hCoV-19/USA/VSP2655/2021,MZ512892
VSP2656,B.1.526,5/4/2021,surveillance,99.3,232,hCoV-19/USA/VSP2656/2021,MZ512893
VSP2657,B.1.1.7,5/4/2021,surveillance,99,59,hCoV-19/USA/VSP2657/2021,MZ512894
VSP2658,B.1.1.7,5/4/2021,surveillance,98,97,hCoV-19/USA/VSP2658/2021,MZ512895
VSP2659,B.1.1.7,5/4/2021,surveillance,98.3,141,hCoV-19/USA/VSP2659/2021,MZ512896
VSP2661,B.1.1.7,5/4/2021,surveillance,99.3,149,hCoV-19/USA/VSP2661/2021,MZ512897
VSP2662,B.1.1.519,5/4/2021,surveillance,98.2,60,hCoV-19/USA/VSP2662/2021,MZ512898
VSP2663,B.1.1.7,5/4/2021,surveillance,99.6,251,hCoV-19/USA/VSP2663/2021,MZ512899
VSP2664,B.1.526,5/4/2021,surveillance,99.5,187,hCoV-19/USA/VSP2664/2021,MZ512900
VSP2665,B.1.1.7,5/4/2021,surveillance,99,166,hCoV-19/USA/VSP2665/2021,MZ512901
VSP2666,B.1.1.7,5/4/2021,surveillance,99,65,hCoV-19/USA/VSP2666/2021,MZ512902
VSP2667,B.1.1.7,5/4/2021,surveillance,98.2,40,hCoV-19/USA/VSP2667/2021,MZ512903
VSP2668,B.1.1.7,5/4/2021,surveillance,99.5,239,hCoV-19/USA/VSP2668/2021,MZ512904
VSP2669,B.1.1.7,5/4/2021,surveillance,99.6,158,hCoV-19/USA/VSP2669/2021,MZ512905
VSP2670,B.1.637,5/4/2021,surveillance,99.6,246,hCoV-19/USA/VSP2670/2021,MZ512906
VSP2671,B.1.1.7,5/4/2021,surveillance,99.1,169,hCoV-19/USA/VSP2671/2021,MZ512907
VSP2672,B.1.1.7,5/4/2021,surveillance,99.1,107,hCoV-19/USA/VSP2672/2021,MZ512908
VSP2673,B.1.1.7,5/4/2021,surveillance,99.4,153,hCoV-19/USA/VSP2673/2021,MZ512909
VSP2674,B.1.1.7,5/4/2021,surveillance,98.6,95,hCoV-19/USA/VSP2674/2021,MZ512910
VSP2675,B.1.1.7,5/4/2021,surveillance,99.6,401,hCoV-19/USA/VSP2675/2021,MZ512911
VSP2676,B.1.1.7,5/4/2021,surveillance,96.9,40,hCoV-19/USA/VSP2676/2021,MZ512912
VSP2679,B.1.1.7,5/4/2021,surveillance,99.3,288,hCoV-19/USA/VSP2679/2021,MZ512913
VSP2680,B.1.1.7,5/4/2021,surveillance,97.9,78,hCoV-19/USA/VSP2680/2021,MZ512914
VSP2681,B.1.1.7,5/4/2021,surveillance,99.4,193,hCoV-19/USA/VSP2681/2021,MZ512915
VSP2682,B.1.621,5/4/2021,surveillance,99.7,192,hCoV-19/USA/VSP2682/2021,MZ512916
VSP2683,B.1.1.7,5/4/2021,surveillance,98.2,57,hCoV-19/USA/VSP2683/2021,MZ512917
VSP2712,B.1.1.7,5/10/2021,vaccine breakthrough,99.7,1489,hCoV-19/USA/PA-VSP2712/2021,OK246441
VSP2714,B.1.1.7,5/10/2021,vaccine breakthrough,99.7,1734,hCoV-19/USA/PA-VSP2714/2021,OK246442
VSP2715,P.1,5/10/2021,vaccine breakthrough,99.7,1743,hCoV-19/USA/NJ-VSP2715/2021,OK246443
VSP2716,B.1.1.7,5/10/2021,vaccine breakthrough,99.7,859,hCoV-19/USA/PA-VSP2716/2021,OK246444
VSP2717,B.1.1.7,5/10/2021,vaccine breakthrough,99.6,1516,hCoV-19/USA/PA-VSP2717/2021,OK246445
VSP2721,B.1.1.7,5/10/2021,surveillance,99.7,1530,hCoV-19/USA/PA-VSP2721/2021,OK246449
VSP2722,B.1.1.7,5/10/2021,surveillance,99.7,1293,hCoV-19/USA/PA-VSP2722/2021,OK246450
VSP2723,B.1.1.7,5/10/2021,surveillance,99.7,1935,hCoV-19/USA/PA-VSP2723/2021,OK246451
VSP2724,B.1.1.7,5/10/2021,surveillance,99.6,1505,hCoV-19/USA/PA-VSP2724/2021,OK246452
VSP2725,B.1.1.7,5/10/2021,surveillance,99.2,471,hCoV-19/USA/PA-VSP2725/2021,OK246453
VSP2726,B.1.1.7,5/10/2021,surveillance,99.7,1724,hCoV-19/USA/PA-VSP2726/2021,OK246454
VSP2727,B.1.617.2,5/10/2021,surveillance,99.7,1770,hCoV-19/USA/PA-VSP2727/2021,OK246455
VSP2728,B.1.1.7,5/10/2021,surveillance,99.7,2234,hCoV-19/USA/PA-VSP2728/2021,OK246456
VSP2729,B.1.1.7,5/10/2021,surveillance,99.7,2110,hCoV-19/USA/PA-VSP2729/2021,OK246457
VSP2730,B.1.1.7,5/10/2021,surveillance,99.6,1785,hCoV-19/USA/PA-VSP2730/2021,OK246458
VSP2731,B.1.1.7,5/10/2021,surveillance,99.5,804,hCoV-19/USA/PA-VSP2731/2021,OK246459
VSP2732,B.1.526,5/10/2021,surveillance,99.4,2084,hCoV-19/USA/PA-VSP2732/2021,OK246460
VSP2733,B.1.1.7,5/10/2021,surveillance,99.6,968,hCoV-19/USA/PA-VSP2733/2021,OK246461
VSP2735,B.1.525,5/10/2021,surveillance,98.4,1792,hCoV-19/USA/PA-VSP2735/2021,
VSP2737,B.1.526,5/10/2021,surveillance,99,577,hCoV-19/USA/PA-VSP2737/2021,OK246462
VSP2738,B.1.1.7,5/10/2021,surveillance,99.7,3225,hCoV-19/USA/NJ-VSP2738/2021,OK246463
VSP2739,P.1,5/10/2021,surveillance,99.7,3006,hCoV-19/USA/NJ-VSP2739/2021,OK246464
VSP2740,B.1.1.7,5/10/2021,surveillance,99.7,549,hCoV-19/USA/NJ-VSP2740/2021,OK246465
VSP2741,B.1.526,5/10/2021,surveillance,99.7,2418,hCoV-19/USA/NJ-VSP2741/2021,OK246466
VSP2742,B.1.526,5/10/2021,surveillance,99.7,2768,hCoV-19/USA/NJ-VSP2742/2021,OK246467
VSP2743,B.1.1.7,5/10/2021,surveillance,99,645,hCoV-19/USA/NJ-VSP2743/2021,OK246468
VSP2744,B.1.1.7,5/10/2021,surveillance,99.7,1712,hCoV-19/USA/PA-VSP2744/2021,OK246469
VSP2745,B.1.1.7,5/10/2021,surveillance,99.1,1735,hCoV-19/USA/PA-VSP2745/2021,OK246470
VSP2746,B.1.1.7,5/10/2021,surveillance,99.6,3044,hCoV-19/USA/PA-VSP2746/2021,OK246471
VSP2747,P.1,5/10/2021,surveillance,99.7,2400,hCoV-19/USA/PA-VSP2747/2021,OK246472
VSP2748,B.1.1.7,5/10/2021,surveillance,99.1,987,hCoV-19/USA/PA-VSP2748/2021,OK246473
VSP2749,B.1.1.7,5/10/2021,surveillance,99.5,3288,hCoV-19/USA/NJ-VSP2749/2021,OK246474
VSP2750,B.1.1.7,5/10/2021,surveillance,98.5,120,hCoV-19/USA/PA-VSP2750/2021,OK246475
VSP2751,B.1.1.7,5/10/2021,surveillance,99.6,3355,hCoV-19/USA/PA-VSP2751/2021,OK246476
VSP2752,B.1.1.7,5/10/2021,surveillance,99.7,2408,hCoV-19/USA/NJ-VSP2752/2021,OK246477
VSP2753,B.1.1.7,5/10/2021,surveillance,99.7,3097,hCoV-19/USA/PA-VSP2753/2021,OK246478
VSP2755,B.1.526,5/10/2021,surveillance,99.1,624,hCoV-19/USA/PA-VSP2755/2021,OK246479
VSP2756,B.1.1.7,5/10/2021,surveillance,99.7,1626,hCoV-19/USA/PA-VSP2756/2021,OK246480
VSP2757,B.1.1.7,5/10/2021,surveillance,99.7,3336,hCoV-19/USA/NJ-VSP2757/2021,OK246481
VSP2759,B.1.1.7,5/10/2021,surveillance,99.7,2897,hCoV-19/USA/PA-VSP2759/2021,OK246482
VSP2760,B.1.1.7,5/10/2021,surveillance,99.1,2109,hCoV-19/USA/PA-VSP2760/2021,OK246483
VSP2761,B.1.526,5/10/2021,surveillance,99.6,1322,hCoV-19/USA/PA-VSP2761/2021,OK246484
VSP2762,B.1.526,5/10/2021,surveillance,99.6,2361,hCoV-19/USA/PA-VSP2762/2021,OK246485
VSP2763,B.1.1.7,5/10/2021,surveillance,99.7,2974,hCoV-19/USA/PA-VSP2763/2021,OK246486
VSP2767,B.1.526,5/10/2021,surveillance,99.1,1862,hCoV-19/USA/PA-VSP2767/2021,OK246487
VSP2768,B.1.1.519,5/10/2021,surveillance,99.7,1042,hCoV-19/USA/PA-VSP2768/2021,OK246488
VSP2769,B.1.1.7,5/10/2021,surveillance,99.7,2195,hCoV-19/USA/PA-VSP2769/2021,OK246489
VSP2770,B.1.1.7,5/10/2021,surveillance,99.1,284,hCoV-19/USA/PA-VSP2770/2021,OK246490
VSP2771,B.1.526,5/10/2021,surveillance,99.7,2827,hCoV-19/USA/PA-VSP2771/2021,OK246491
VSP2772,B.1.1.7,5/10/2021,surveillance,99.7,2787,hCoV-19/USA/PA-VSP2772/2021,OK246492
VSP2773,B.1.1.7,5/10/2021,surveillance,99.7,3055,hCoV-19/USA/PA-VSP2773/2021,OK246493
VSP2774,B.1.526,5/10/2021,surveillance,99.7,1047,hCoV-19/USA/PA-VSP2774/2021,OK246494
VSP2776,B.1.1.7,5/10/2021,surveillance,99.7,2908,hCoV-19/USA/PA-VSP2776/2021,OK246495
VSP2777,B.1.1.7,5/10/2021,surveillance,99.7,1406,hCoV-19/USA/PA-VSP2777/2021,OK246496
VSP2778,B.1.1.7,5/10/2021,surveillance,99.7,2467,hCoV-19/USA/PA-VSP2778/2021,OK246497
VSP2779,B.1.526,5/10/2021,surveillance,99.7,3023,hCoV-19/USA/PA-VSP2779/2021,OK246498
VSP2780,B.1.526,5/10/2021,surveillance,99.7,3839,hCoV-19/USA/PA-VSP2780/2021,OK246499
VSP2783,B.1.526,5/10/2021,surveillance,99.7,3065,hCoV-19/USA/NJ-VSP2783/2021,OK246500
VSP2784,B.1.637,5/10/2021,surveillance,99.7,2792,hCoV-19/USA/NJ-VSP2784/2021,OK246501
VSP2785,B.1.1.7,5/10/2021,surveillance,99.7,1060,hCoV-19/USA/PA-VSP2785/2021,OK246502
VSP2786,B.1.1.7,5/10/2021,surveillance,99.1,676,hCoV-19/USA/PA-VSP2786/2021,OK246503
VSP2787,B.1.1.7,5/10/2021,surveillance,99.5,1049,hCoV-19/USA/PA-VSP2787/2021,
VSP2788,B.1.1.7,5/10/2021,surveillance,99.7,2687,hCoV-19/USA/PA-VSP2788/2021,OK246504
VSP2789,B.1.1.7,5/10/2021,surveillance,99.7,1970,hCoV-19/USA/PA-VSP2789/2021,OK246505
VSP2790,B.1.1.7,5/10/2021,surveillance,99.6,906,hCoV-19/USA/DE-VSP2790/2021,OK246506
VSP2791,B.1.526,5/10/2021,surveillance,99.7,2238,hCoV-19/USA/PA-VSP2791/2021,OK246507
VSP2792,B.1.1.7,5/10/2021,surveillance,99.7,973,hCoV-19/USA/PA-VSP2792/2021,OK246508
VSP2793,B.1.1.7,5/10/2021,surveillance,99.7,3365,hCoV-19/USA/PA-VSP2793/2021,OK246509
VSP2794,B.1.526,5/10/2021,surveillance,99.7,1753,hCoV-19/USA/PA-VSP2794/2021,OK246510
VSP2795,B.1.526,5/10/2021,surveillance,99.7,1025,hCoV-19/USA/PA-VSP2795/2021,OK246511
VSP2796,B.1.526,5/10/2021,surveillance,99.7,4497,hCoV-19/USA/PA-VSP2796/2021,OK246512
VSP2797,B.1.1.7,5/10/2021,surveillance,99.7,3643,hCoV-19/USA/PA-VSP2797/2021,OK246513
VSP2798,B.1.1.7,5/10/2021,surveillance,99.7,4078,hCoV-19/USA/PA-VSP2798/2021,OK246514
VSP2799,B.1.1.7,5/10/2021,surveillance,99.3,364,hCoV-19/USA/PA-VSP2799/2021,OK246515
VSP2803,B.1.1.7,5/18/2021,vaccine breakthrough,99.7,64319,hCoV-19/USA/PA-VSP2803/2021,OK246516
VSP2805,B.1.1.7,5/18/2021,surveillance,99.7,2215,hCoV-19/USA/PA-VSP2805/2021,OK246518
VSP2806,B.1.1.7,5/18/2021,surveillance,99.7,5888,hCoV-19/USA/DE-VSP2806/2021,OK246519
VSP2807,B.1.1.7,5/18/2021,surveillance,99.7,3251,hCoV-19/USA/PA-VSP2807/2021,OK246520
VSP2808,B.1.1.7,5/18/2021,surveillance,99.7,4046,hCoV-19/USA/PA-VSP2808/2021,OK246521
VSP2809,B.1.621,5/18/2021,surveillance,99.7,1616,hCoV-19/USA/PA-VSP2809/2021,OK246522
VSP2811,B.1.1.7,5/18/2021,surveillance,99.7,15875,hCoV-19/USA/PA-VSP2811/2021,OK246523
VSP2812,B.1.621,5/18/2021,surveillance,99.7,5967,hCoV-19/USA/PA-VSP2812/2021,OK246524
VSP2813,B.1.1.7,5/18/2021,surveillance,99.7,14255,hCoV-19/USA/PA-VSP2813/2021,OK246525
VSP2815,B.1.1.7,5/18/2021,surveillance,99.7,7964,hCoV-19/USA/PA-VSP2815/2021,OK246526
VSP2816,B.1.1.7,5/18/2021,surveillance,99.7,17677,hCoV-19/USA/PA-VSP2816/2021,OK246527
VSP2817,B.1.1.7,5/18/2021,surveillance,99,61634,hCoV-19/USA/PA-VSP2817/2021,OK246528
VSP2818,B.1.1.7,5/18/2021,surveillance,99.5,661,hCoV-19/USA/PA-VSP2818/2021,OK246529
VSP2819,B.1.526,5/18/2021,surveillance,99.7,3396,hCoV-19/USA/NJ-VSP2819/2021,OK246530
VSP2820,B.1.1.7,5/18/2021,surveillance,99.7,2519,hCoV-19/USA/PA-VSP2820/2021,OK246531
VSP2822,B.1.1.7,5/18/2021,surveillance,99.6,1278,hCoV-19/USA/PA-VSP2822/2021,OK246532
VSP2823,B.1.526,5/18/2021,surveillance,99.7,4278,hCoV-19/USA/PA-VSP2823/2021,OK246533
VSP2824,B.1.526,5/18/2021,surveillance,99.7,2361,hCoV-19/USA/PA-VSP2824/2021,OK246534
VSP2825,B.1.526,5/18/2021,surveillance,99.1,1261,hCoV-19/USA/PA-VSP2825/2021,OK246535
VSP2826,P.1,5/18/2021,surveillance,99.5,1007,hCoV-19/USA/PA-VSP2826/2021,OK246536
VSP2827,B.1.1.7,5/18/2021,surveillance,99.7,992,hCoV-19/USA/PA-VSP2827/2021,OK246537
VSP2828,B.1.526,5/18/2021,surveillance,99,129,hCoV-19/USA/PA-VSP2828/2021,OK246538
VSP2829,B.1.1.7,5/18/2021,surveillance,99.6,930,hCoV-19/USA/PA-VSP2829/2021,OK246539
VSP2830,P.1,5/18/2021,surveillance,99.6,2790,hCoV-19/USA/PA-VSP2830/2021,OK246540
VSP2831,B.1.1.7,5/18/2021,surveillance,99.1,681,hCoV-19/USA/PA-VSP2831/2021,OK246541
VSP2832,B.1.1.7,5/18/2021,surveillance,99.7,999,hCoV-19/USA/PA-VSP2832/2021,OK246542
VSP2833,B.1.526,5/18/2021,surveillance,99.7,3923,hCoV-19/USA/PA-VSP2833/2021,OK246543
VSP2834,B.1.1.7,5/18/2021,surveillance,99.7,2907,hCoV-19/USA/PA-VSP2834/2021,OK246544
VSP2836,P.1.10,5/18/2021,surveillance,99.7,734,hCoV-19/USA/PA-VSP2836/2021,OK246545
VSP2837,B.1.526,5/18/2021,surveillance,99.7,3925,hCoV-19/USA/PA-VSP2837/2021,OK246546
VSP2838,B.1.1.7,5/18/2021,surveillance,99.1,298,hCoV-19/USA/PA-VSP2838/2021,OK246547
VSP2839,B.1.1.7,5/18/2021,surveillance,96.7,238,hCoV-19/USA/PA-VSP2839/2021,OK246548
VSP2840,B.1.637,5/18/2021,surveillance,98.7,4398,hCoV-19/USA/PA-VSP2840/2021,OK246549
VSP2842,B.1.2,5/18/2021,surveillance,99.7,3857,hCoV-19/USA/PA-VSP2842/2021,OK246550
VSP2843,B.1.526,5/18/2021,surveillance,99.7,2748,hCoV-19/USA/PA-VSP2843/2021,OK246551
VSP2844,B.1.526,5/18/2021,surveillance,98.5,860,hCoV-19/USA/PA-VSP2844/2021,
VSP2845,B.1.1.7,5/18/2021,surveillance,99.7,1835,hCoV-19/USA/PA-VSP2845/2021,OK246552
